MO;DY;HR;sinα;Ho
2;2;17;0.064;89.5
2;2;18;0.0;0.0
2;2;19;0.0;0.0
2;2;20;0.0;0.0
2;2;21;0.0;0.0
2;2;22;0.0;0.0
2;2;23;0.0;0.0
2;3;0;0.0;0.0
2;3;1;0.0;0.0
2;3;2;0.0;0.0
2;3;3;0.0;0.0
2;3;4;0.0;0.0
2;3;5;0.0;0.0
2;3;6;0.0;0.0
2;3;7;0.0;0.0
2;3;8;0.0;0.0
2;3;9;0.055;77.83
2;3;10;0.178;249.6
2;3;11;0.272;382.26
2;3;12;0.332;466.76
2;3;13;0.354;497.36
2;3;14;0.336;471.96
2;3;15;0.279;392.3
2;3;16;0.188;263.79
2;3;17;0.068;95.22
2;3;18;0.0;0.0
2;3;19;0.0;0.0
2;3;20;0.0;0.0
2;3;21;0.0;0.0
2;3;22;0.0;0.0
2;3;23;0.0;0.0
2;4;0;0.0;0.0
2;4;1;0.0;0.0
2;4;2;0.0;0.0
2;4;3;0.0;0.0
2;4;4;0.0;0.0
2;4;5;0.0;0.0
2;4;6;0.0;0.0
2;4;7;0.0;0.0
2;4;8;0.0;0.0
2;4;9;0.06;83.62
2;4;10;0.182;255.59
2;4;11;0.277;388.4
2;4;12;0.337;473.01
2;4;13;0.359;503.64
2;4;14;0.341;478.21
2;4;15;0.284;398.45
2;4;16;0.192;269.8
2;4;17;0.072;101.03
2;4;18;0.0;0.0
2;4;19;0.0;0.0
2;4;20;0.0;0.0
2;4;21;0.0;0.0
2;4;22;0.0;0.0
2;4;23;0.0;0.0
2;5;0;0.0;0.0
2;5;1;0.0;0.0
2;5;2;0.0;0.0
2;5;3;0.0;0.0
2;5;4;0.0;0.0
2;5;5;0.0;0.0
2;5;6;0.0;0.0
2;5;7;0.0;0.0
2;5;8;0.0;0.0
2;5;9;0.064;89.5
2;5;10;0.186;261.67
2;5;11;0.281;394.64
2;5;12;0.341;479.35
2;5;13;0.363;510.02
2;5;14;0.345;484.56
2;5;15;0.288;404.71
2;5;16;0.197;275.91
2;5;17;0.076;106.93
2;5;18;0.0;0.0
2;5;19;0.0;0.0
2;5;20;0.0;0.0
2;5;21;0.0;0.0
2;5;22;0.0;0.0
2;5;23;0.0;0.0
2;6;0;0.0;0.0
2;6;1;0.0;0.0
2;6;2;0.0;0.0
2;6;3;0.0;0.0
2;6;4;0.0;0.0
2;6;5;0.0;0.0
2;6;6;0.0;0.0
2;6;7;0.0;0.0
2;6;8;0.0;0.0
2;6;9;0.068;95.48
2;6;10;0.191;267.85
2;6;11;0.286;400.98
2;6;12;0.346;485.78
2;6;13;0.368;516.48
2;6;14;0.35;490.99
2;6;15;0.293;411.05
2;6;16;0.201;282.1
2;6;17;0.08;112.93
2;6;18;0.0;0.0
2;6;19;0.0;0.0
2;6;20;0.0;0.0
2;6;21;0.0;0.0
2;6;22;0.0;0.0
2;6;23;0.0;0.0
2;7;0;0.0;0.0
2;7;1;0.0;0.0
2;7;2;0.0;0.0
2;7;3;0.0;0.0
2;7;4;0.0;0.0
2;7;5;0.0;0.0
2;7;6;0.0;0.0
2;7;7;0.0;0.0
2;7;8;0.0;0.0
2;7;9;0.072;101.55
2;7;10;0.195;274.12
2;7;11;0.29;407.4
2;7;12;0.351;492.3
2;7;13;0.373;523.04
2;7;14;0.355;497.52
2;7;15;0.298;417.48
2;7;16;0.206;288.38
2;7;17;0.085;119.02
2;7;18;0.0;0.0
2;7;19;0.0;0.0
2;7;20;0.0;0.0
2;7;21;0.0;0.0
2;7;22;0.0;0.0
2;7;23;0.0;0.0
2;8;0;0.0;0.0
2;8;1;0.0;0.0
2;8;2;0.0;0.0
2;8;3;0.0;0.0
2;8;4;0.0;0.0
2;8;5;0.0;0.0
2;8;6;0.0;0.0
2;8;7;0.0;0.0
2;8;8;0.0;0.0
2;8;9;0.077;107.71
2;8;10;0.2;280.48
2;8;11;0.295;413.9
2;8;12;0.356;498.9
2;8;13;0.378;529.67
2;8;14;0.359;504.12
2;8;15;0.302;424.0
2;8;16;0.21;294.76
2;8;17;0.089;125.2
2;8;18;0.0;0.0
2;8;19;0.0;0.0
2;8;20;0.0;0.0
2;8;21;0.0;0.0
2;8;22;0.0;0.0
2;8;23;0.0;0.0
2;9;0;0.0;0.0
2;9;1;0.0;0.0
2;9;2;0.0;0.0
2;9;3;0.0;0.0
2;9;4;0.0;0.0
2;9;5;0.0;0.0
2;9;6;0.0;0.0
2;9;7;0.0;0.0
2;9;8;0.0;0.0
2;9;9;0.081;113.96
2;9;10;0.205;286.91
2;9;11;0.3;420.49
2;9;12;0.361;505.58
2;9;13;0.383;536.39
2;9;14;0.364;510.81
2;9;15;0.307;430.6
2;9;16;0.215;301.21
2;9;17;0.094;131.47
2;9;18;0.0;0.0
2;9;19;0.0;0.0
2;9;20;0.0;0.0
2;9;21;0.0;0.0
2;9;22;0.0;0.0
2;9;23;0.0;0.0
2;10;0;0.0;0.0
2;10;1;0.0;0.0
2;10;2;0.0;0.0
2;10;3;0.0;0.0
2;10;4;0.0;0.0
2;10;5;0.0;0.0
2;10;6;0.0;0.0
2;10;7;0.0;0.0
2;10;8;0.0;0.0
2;10;9;0.086;120.29
2;10;10;0.209;293.43
2;10;11;0.305;427.16
2;10;12;0.366;512.34
2;10;13;0.388;543.18
2;10;14;0.369;517.58
2;10;15;0.312;437.28
2;10;16;0.22;307.75
2;10;17;0.098;137.82
2;10;18;0.0;0.0
2;10;19;0.0;0.0
2;10;20;0.0;0.0
2;10;21;0.0;0.0
2;10;22;0.0;0.0
2;10;23;0.0;0.0
2;11;0;0.0;0.0
2;11;1;0.0;0.0
2;11;2;0.0;0.0
2;11;3;0.0;0.0
2;11;4;0.0;0.0
2;11;5;0.0;0.0
2;11;6;0.0;0.0
2;11;7;0.0;0.0
